iter	AUC	Logloss
883	0.8661121653	0.4480873974
884	0.8662168393	0.447973632
885	0.8662737949	0.4479241973
886	0.8663663718	0.4478544599
887	0.8666050982	0.4476923219
888	0.8667227236	0.4475006198
889	0.8668058458	0.4474456641
890	0.8669282765	0.4473817333
891	0.8669889578	0.4473286747
892	0.8670379771	0.4472917456
893	0.8671663504	0.4471962864
894	0.8672141477	0.4471594113
895	0.8674483497	0.447005496
896	0.8675760533	0.4468816586
897	0.8676520801	0.446798879
898	0.8677525569	0.4467251591
899	0.8677984547	0.4466807534
900	0.8679196365	0.4465907827
901	0.8679360192	0.4465785349
902	0.8679692253	0.4465530736
903	0.8681158905	0.4464380805
904	0.8681996015	0.4463613467
905	0.8682945513	0.4460850742
906	0.8684571585	0.4459630888
907	0.8685728325	0.4458619447
908	0.8686253119	0.4457934639
909	0.8687372641	0.445698394
910	0.8688968191	0.4455649186
911	0.8690837666	0.4454102125
912	0.8692942922	0.445271979
913	0.8693974882	0.4451784484
914	0.8695554363	0.4450673949
915	0.8697213997	0.4449443882
916	0.8698681515	0.444853873
917	0.8699761624	0.444726482
918	0.8700229358	0.4446486185
919	0.8702217917	0.4445069175
920	0.8703476287	0.4444072413
921	0.8703563175	0.4443800532
922	0.8705348744	0.4442367706
923	0.8706119943	0.4441767202
924	0.8706794131	0.4441209858
925	0.870907403	0.4439536872
926	0.870960529	0.4438944875
927	0.8709917991	0.4438647891
928	0.8711274738	0.4437657695
929	0.8712701592	0.4436609946
930	0.8714060475	0.443533808
931	0.8716112425	0.4434036192
932	0.8717742962	0.4433001416
933	0.8718304493	0.4432453697
934	0.87187388	0.4432137506
935	0.8720591994	0.4430639751
936	0.8722474651	0.4429316583
937	0.8722693959	0.4429003268
938	0.8723122223	0.4428580425
939	0.8724022013	0.4427331467
940	0.8724349244	0.4427036812
941	0.8725888216	0.442567537
942	0.8727372822	0.4424757519
943	0.8727946324	0.4424259523
944	0.8729426292	0.4423203059
945	0.8731103497	0.4422008291
946	0.8732800946	0.4420695756
947	0.8734321963	0.4419397687
948	0.8734715086	0.4419031414
949	0.8735568555	0.4418423969
950	0.8736198596	0.4418122422
951	0.8737339825	0.4417311445
952	0.8738184865	0.4416545482
953	0.8739352593	0.4415378842
954	0.8740289467	0.4414798343
955	0.874077506	0.4414380647
956	0.8741377697	0.4413871549
957	0.8742946709	0.4412596884
958	0.8744592969	0.4411014651
959	0.8745643249	0.4410195841
960	0.8746826547	0.4408849096
961	0.8747963465	0.4407989295
962	0.8748898684	0.4407183047
963	0.8749876817	0.4406509886
964	0.8750883874	0.440559498
965	0.8751959846	0.4404839347
966	0.8752705854	0.4404318081
967	0.8752950469	0.4404052445
968	0.8753192736	0.4403469691
969	0.8753390761	0.4403346645
970	0.8753771722	0.4403015804
971	0.8755283271	0.4401987668
972	0.8755639888	0.4401535235
973	0.875685134	0.4400824119
974	0.8758163209	0.4399919119
975	0.8760099423	0.4398644624
976	0.8761333564	0.4397880422
977	0.8761745933	0.439758772
978	0.876365303	0.4396228632
979	0.8765825699	0.4394393382
980	0.8767052143	0.4393357199
981	0.8769112098	0.4392228463
982	0.8770155585	0.439141316
983	0.8771912961	0.4390261495
984	0.8772765217	0.4389643817
985	0.877432072	0.4388701884
986	0.8776140121	0.4387273695
987	0.8776699997	0.4386834257
988	0.8777643972	0.4386071813
989	0.8778478754	0.4385362106
990	0.877895153	0.4384789712
991	0.8780213595	0.4383873569
992	0.8782979337	0.438200781
993	0.8783750959	0.4381286075
994	0.8785203428	0.4380105145
995	0.8786752637	0.4378862181
996	0.8787631431	0.437810345
997	0.8788562685	0.4377173608
998	0.8789172866	0.4376669381
999	0.8789480603	0.4376275065
1000	0.879022536	0.4375652202
1001	0.8791447165	0.4374868892
1002	0.879335255	0.4373529359
1003	0.879365715	0.4373009723
1004	0.8794210695	0.4372609965
1005	0.8794850512	0.4371989861
1006	0.8796526003	0.4370480762
1007	0.879746026	0.4369429276
1008	0.8798163795	0.4368785897
1009	0.8799264765	0.4368024988
1010	0.8800217361	0.4367266919
1011	0.8801909518	0.4365926597
1012	0.8803379384	0.4364588863
1013	0.8804190187	0.436399929
1014	0.8804446715	0.4363389042
1015	0.8805884923	0.4361943344
1016	0.8807728264	0.4360435264
1017	0.8809079102	0.4359415306
1018	0.8809738703	0.4358803024
1019	0.8810393935	0.4358021621
1020	0.8811285604	0.4357192779
1021	0.8812681551	0.4355965505
1022	0.8814330485	0.4354847436
1023	0.8815370894	0.4354027129
1024	0.8816031091	0.4353410632
1025	0.8816692231	0.4352878831
1026	0.8817379736	0.4352301159
1027	0.8818597057	0.4351462975
1028	0.8819900979	0.4350641096
1029	0.8821268387	0.4349537367
1030	0.8822162672	0.4348861214
1031	0.8823315083	0.4347969755
1032	0.8824257383	0.4347227002
1033	0.8825665743	0.4346155932
1034	0.882670848	0.4345366805
1035	0.8826886606	0.4344904505
1036	0.8827235756	0.4344366202
1037	0.8828826765	0.4342956186
1038	0.8829747261	0.4342146326
1039	0.8830851176	0.434117022
1040	0.8831154506	0.434083713
1041	0.883224314	0.4339917537
1042	0.8832593214	0.4338991277
1043	0.8834389233	0.4337425186
1044	0.8835300146	0.4336659529
1045	0.8835908633	0.4336091372
1046	0.883643208	0.4335542821
1047	0.8837899001	0.433426457
1048	0.8839374909	0.4333218804
1049	0.8840161118	0.4332465242
1050	0.8841726571	0.4331272578
1051	0.8842428124	0.4330587561
1052	0.8842501734	0.4330448303
1053	0.8844063414	0.4329259943
1054	0.884560381	0.4328181304
1055	0.8847333782	0.4326840578
1056	0.8848502088	0.4325799665
1057	0.8850439264	0.4324347414
1058	0.885143568	0.4323546687
1059	0.8852373727	0.4322838728
1060	0.8853133571	0.4322296073
1061	0.8853890048	0.4321545406
1062	0.8854467264	0.432104317
1063	0.8855026967	0.4320246061
1064	0.8855491333	0.4319377185
1065	0.885651956	0.4318509001
1066	0.8857960982	0.4317668422
1067	0.8858410472	0.4317316614
1068	0.8859156403	0.4316619679
1069	0.8860799391	0.4315356546
1070	0.8862497148	0.4314089524
1071	0.8864406632	0.4312430292
1072	0.8865454718	0.4311598628
1073	0.88671065	0.4310126615
1074	0.8867629697	0.4309604271
1075	0.8868019915	0.430935795
1076	0.886916992	0.4308202303
1077	0.8871055425	0.430674085
1078	0.8871940685	0.4305788866
1079	0.8873081087	0.4304889942
1080	0.8873632476	0.4304291876
1081	0.8874170953	0.4303778819
1082	0.8874981891	0.4303133701
1083	0.8876346663	0.4302198945
1084	0.8877467782	0.4301010645
1085	0.8878812905	0.4299865238
1086	0.8880040272	0.42987745
1087	0.8881234481	0.429752125
1088	0.8881793684	0.4297065939
1089	0.8882852528	0.4295964814
1090	0.8883565417	0.4295464537
1091	0.8884637308	0.4294477958
1092	0.8884913523	0.4294064151
1093	0.888616279	0.4293131619
1094	0.888787652	0.4291533086
1095	0.8888079837	0.4291297613
1096	0.8889992803	0.4289780601
1097	0.8890982772	0.4288920101
1098	0.8892036382	0.4288094956
1099	0.8893113393	0.4287258579
1100	0.8893870485	0.4286603541
1101	0.8894851062	0.4285801573
1102	0.8895789976	0.428489312
1103	0.8897533785	0.4283401187
1104	0.8899625224	0.428173265
1105	0.8900367941	0.4281218545
1106	0.8901059179	0.4280733127
1107	0.8902535761	0.4279640277
1108	0.890307112	0.427923546
1109	0.8903228904	0.427907384
1110	0.8904070537	0.4278496089
1111	0.8904774631	0.4277860685
1112	0.8905227124	0.4277585232
1113	0.890628743	0.4276314178
1114	0.8906979785	0.4275799042
1115	0.8907897491	0.4275156771
1116	0.8908767913	0.4274173668
1117	0.8909595363	0.4273498523
1118	0.891039947	0.4272606584
1119	0.8911248339	0.4271799564
1120	0.8911446248	0.427158432
1121	0.8912300467	0.4270827852
1122	0.8913419161	0.4270067044
1123	0.8914574285	0.4269098194
1124	0.8914940871	0.4268592271
1125	0.8915985917	0.4267880165
1126	0.8917267572	0.4266712356
1127	0.8918201405	0.4265765303
1128	0.8918920413	0.4265312958
1129	0.8919684587	0.426439706
1130	0.892085553	0.4263473204
1131	0.8922565257	0.4262218023
1132	0.8922966367	0.4261858392
1133	0.8923828495	0.4261174417
1134	0.8925290374	0.4259893171
1135	0.8926027703	0.425902625
1136	0.8927792007	0.4257687302
1137	0.8929388058	0.4256432732
1138	0.8931141931	0.4255189452
1139	0.8933094599	0.4253704977
1140	0.8933541088	0.4253371322
1141	0.8933995447	0.4252793685
1142	0.8935302467	0.4251619331
1143	0.8935578681	0.4251097449
1144	0.8936690851	0.4250080092
1145	0.893805774	0.4249065
1146	0.8938910439	0.4248341941
1147	0.8939872484	0.4247120714
1148	0.8940685423	0.4246443097
1149	0.8941322874	0.4245910385
1150	0.8942763141	0.4244612782
1151	0.8943102419	0.4244325511
1152	0.894347882	0.4243861642
1153	0.8945446652	0.4242210854
1154	0.894713573	0.4240982537
1155	0.8948241916	0.4240104896
1156	0.8949793435	0.4238827375
1157	0.8950595944	0.4238106019
1158	0.8951383289	0.4237255082
1159	0.8952592739	0.4236083944
1160	0.8953411722	0.4235313044
1161	0.8954233572	0.4234331469
1162	0.8954838441	0.4233383448
1163	0.8956205118	0.4232175453
1164	0.8957810195	0.4230998326
1165	0.8958034853	0.423072519
1166	0.895923574	0.422968727
1167	0.8960788221	0.4228484803
1168	0.8961508076	0.422760392
1169	0.8962569422	0.4226734772
1170	0.8964180021	0.4225477847
1171	0.8965181017	0.4224602454
1172	0.8965917153	0.4224054667
1173	0.896629619	0.4223697538
1174	0.8967438227	0.4222739496
1175	0.8967919163	0.4222370776
1176	0.8968611575	0.4221688626
1177	0.8969256281	0.422105876
1178	0.8970834627	0.4219731635
1179	0.8971881424	0.4218629839
1180	0.8972433641	0.4218028588
1181	0.8972621735	0.4217783933
1182	0.8973258069	0.4217255351
1183	0.8974156262	0.4216410836
1184	0.8974619627	0.4215912523
1185	0.897542714	0.4215343031
1186	0.8976462699	0.4214367328
1187	0.8978444945	0.4212879471
1188	0.8979269335	0.4212100389
1189	0.8980378946	0.4211262807
1190	0.8981172853	0.4210393993
1191	0.8981445161	0.4210048866
1192	0.8982679398	0.4208761852
1193	0.8983706143	0.4207863943
1194	0.8985082173	0.4206631689
1195	0.8985787787	0.4206076093
1196	0.8988004795	0.4204261941
1197	0.8989710731	0.4202924817
1198	0.8990275861	0.4202165796
1199	0.8991475228	0.4201268524
